"IMAGE","GN","CN","ACCT_NO","CONT_NO","LINE_NO","LINE_STAT","SERV_CODE","BILL_CYCL","DISTRICT","TENURE","CHURN","SECURED_REVENUE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE"
31-MAR-19,"GN05325","CN00008183","95144879","001","000083047","AC","PF100FSN","01","TIN SHUI WAI",31,"N",950,"","","N","SCFD"
31-MAR-19,"GN01047","CN00001019","77488211","001","000027105","AC","VA4M4MFS1X","01","CHEUNG SHA WAN",138,"N",6788,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","95968616","003","000093377","AC","PF100FSN","01","TSIM SHA TSUI",11,"N",180,"","","N","SCFY"
31-MAR-19,"GN01848","CN00002321","75612218","010","000075069","AC","VPXMXMDURN","01","CHEK LAP KOK",147,"N",190692.02,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","70967773","001","000003501","AC","VS100DUR","01","TSUEN WAN",206,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94121142","001","000068334","AC","ES100DUN","01","CENTRAL DISTRICT",69,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","72136542","001","000007970","AC","PF100F6R","01","KWAI CHUNG",192,"N",1440,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95900932","001","000091502","AC","VS100DUN","01","TSUEN WAN",13,"N",168,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","78788619","001","000052045","AC","VS100FSR","01","TSIM SHA TSUI",136,"N",613,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94251022","001","000070208","AC","VS100DUN","01","TUEN MUN",63,"N",155,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91138982","001","000090008","AC","VS100FSN","01","SHEUNG WAN",119,"N",1278,"","","N","SCFY"
31-MAR-19,"GN10460","CN99999999","95133849","002","000093207","AC","VS100DUN","01","KOWLOON BAY",31,"N",1080,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94207156","001","000069615","AC","VPXMXMDUXX","01","TUEN MUN",65,"N",216,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75009274","001","000019752","AC","VS100DUR","01","YUEN LONG",155,"N",198,"","","N","SCFY"
31-MAR-19,"GN06426","CN00011890","94489374","001","000074043","AC","PF100DUN","01","CAUSEWAY BAY",52,"N",740,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94539871","001","000074677","AC","VS100FSN","01","WAN CHAI",51,"N",596,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90852799","002","000054158","AC","VS100DUN","01","TSUEN WAN",123,"N",232,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95074852","001","000082305","AC","VS100DUR","01","TSUEN WAN",33,"N",555.68,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91147652","001","000084335","AC","ES100DUN","01","SHEUNG WAN",118,"N",250,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95299053","001","000085279","AC","PF300F6HR","01","SAN PO KONG",27,"N",1000,"","","N","SCFY"
31-MAR-19,"GN03051","CN00006094","95315701","001","000084883","AC","PF1000DUNW0","01","TUNG CHUNG",27,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75581678","001","000022848","AC","VPXMXMDURN","01","SHA TIN",148,"N",119,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94240595","001","000070076","AC","VS030FSN","01","KWUN TONG",64,"N",2450,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96080890","001","000087494","AC","VS100DUN","01","KWUN TONG",9,"N",270,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95767653","001","000090285","AC","PF100DUP","01","TSZ WAN SHAN",15,"N",118,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75344788","001","000021561","AC","PF1000FSR","01","KOWLOON BAY",151,"N",398,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94529849","001","000074484","AC","VS100DUR","01","KOWLOON BAY",51,"N",128,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90747544","001","000034076","AC","VS030DUN","01","KWUN TONG",124,"N",170,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93939379","001","000065959","AC","VS100DUN","01","KWAI CHUNG",76,"N",168,"","","N","SCFY"
31-MAR-19,"GN02073","CN00003157","90500596","002","000035125","AC","EAXMXMFM2X","01","KWUN TONG",128,"N",3940,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93998417","001","000066769","AC","VS100DUN","01","CHEUNG SHA WAN",74,"Y",140,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95190880","001","000083496","AC","VS100DUN","01","SAN PO KONG",30,"Y",310,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95328290","001","000085189","AC","PF1000DUN","01","HUNG HOM",27,"N",501,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92453174","001","000057723","AC","VPXMXMDURN","01","TUEN MUN",101,"N",143,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94736782","001","000077869","AC","VS100DUR","01","KWUN TONG",44,"N",160,"","","N","SCFY"
31-MAR-19,"GN02665","CN00006819","94047966","001","000067399","AC","PF300F6N1X","01","WAN CHAI",72,"N",20800,"","","N","SCFD"
31-MAR-19,"GN01631","CN00001995","78889417","001","000015326","AC","VS050FSR","01","CENTRAL DISTRICT",136,"N",6200,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","93864940","001","000064795","AC","VS100FSN","01","KWUN TONG",79,"N",408,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90948357","001","000018594","AC","VS100FSN","01","HUNG HOM",121,"Y",218,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95114294","001","000082687","AC","VS100DUSAR","01","YUEN LONG",32,"N",238,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94362050","001","000092915","AC","PF1000FSH","01","YUEN LONG",58,"N",3580,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94506177","001","000074231","AC","PF100DUR","01","TUEN MUN",52,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94437266","002","000073371","AC","VPXMXMDURN","01","TSIM SHA TSUI",54,"Y",942.97,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76775048","001","000026335","AC","VS100DUR","01","KWUN TONG",139,"N",270,"","","N","SCFY"
31-MAR-19,"GN00401","CN00000642","71289672","001","000004498","AC","PS01R1","01","LAI CHI KOK",202,"N",15229,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94607876","001","000075634","AC","VS100DUR","01","CHAI WAN",49,"N",173,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93660868","001","000062493","AC","VS030F6R","01","MA TAU KOK",86,"N",1200,"","","N","SCFY"
31-MAR-19,"GN07724","CN00010938","94810165","001","000078948","AC","PF100F6HR","01","TSEUNG KWAN O",41,"N",1500,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94297884","001","000070914","AC","VS100DUN","01","SAN PO KONG",61,"N",100,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96005152","001","000092376","AC","VS100DUN","01","YAU MA TEI",11,"Y",158,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94523875","001","000074421","AC","PF100DUR","01","KWUN TONG",51,"Y",178,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","N","SCFY"
31-MAR-19,"GN02972","CN00006856","94112406","003","000089224","AC","PF1000FSN","01","WAN CHAI",69,"N",29860,"","","N","SCFD"
31-MAR-19,"GN03888","CN00006328","72042591","001","000007589","AC","PPU01","01","TSING YI",193,"N",0,"","","N","SCFD"
31-MAR-19,"GN00418","CN00001142","70245212","021","000084911","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94580891","001","000075220","AC","VS100FSR","01","CENTRAL DISTRICT",50,"N",480,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94122504","001","000068356","AC","PF100FSR","01","TSUEN WAN",69,"N",1246,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95021762","002","000085481","IS","VS100DUN","01","CHEUNG SHA WAN",35,"N",,"","","N","SCFY"
31-MAR-19,"GN03888","CN00006328","91044230","001","000042591","AC","EPXMXMDUTC","01","TSING YI",120,"N",1196,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94809050","001","000090878","AC","VS100DUN","01","TUEN MUN",41,"N",280,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92699669","001","000058673","AC","VS030FSR","01","KWUN TONG",99,"Y",268,"Network Problem","Network Problem","N","SCFY"
31-MAR-19,"GN00401","CN00001086","93969368","022","000075572","AC","PF1000DUNW0","01","SHA TIN",75,"N",6090,"","","N","SCFD"
31-MAR-19,"GN07532","CN00010737","90148305","014","000085338","AC","VS100FSN","01","SHA TIN",133,"Y",1395,"Reason not provided","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95790424","001","000090533","AC","VS100FSN","01","CAUSEWAY BAY",15,"N",168,"","","N","SCFY"
31-MAR-19,"GN00412","CN00000175","74251737","003","000089035","AC","PF100DUN","01","HUNG HOM",166,"N",33999,"","","N","SCFD"
31-MAR-19,"GN03888","CN00006328","94655180","001","PON000160","AC","PF100FSSIP","01","KWUN TONG",47,"N",,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","75475178","001","000083426","AC","VS100DUN","01","TSUEN WAN",149,"N",724,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92600683","001","000058327","AC","VS100DUN","01","TSIM SHA TSUI EAST",100,"N",140,"","","N","SCFY"
31-MAR-19,"GN00412","CN00000175","74251737","003","000089105","AC","PF100DUN","01","NGAU TAU KOK",166,"N",33999,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","93857480","001","000064653","AC","VS100FSN","01","KWAI CHUNG",79,"N",387,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92661461","001","000058557","AC","VS030DUSA","01","TSUEN WAN",99,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74616616","001","000017836","AC","VS100DUN","01","SHA TIN",160,"N",387.03,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95892196","001","000091447","AC","VS100DUN","01","HUNG HOM",13,"N",118,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94795119","001","000078737","AC","VS100DUR","01","TSUEN WAN",42,"N",778,"","","N","SCFY"
31-MAR-19,"GN00412","CN00004155","94267036","001","000073963","AC","PF1000DU2PW","01","TSIM SHA TSUI",62,"N",42100,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94693868","001","000086701","AC","VS100DUN","01","KWAI CHUNG",46,"N",230,"","","N","SCFY"
31-MAR-19,"GN07852","CN00011068","93682888","001","000069760","AC","PF100FSN","01","TSUEN WAN",86,"N",2886,"","","N","SCFY"
31-MAR-19,"GN00418","CN00001142","70245212","021","000084950","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","74240193","001","000016071","AC","VS100DUR","01","TUEN MUN",166,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90230012","001","000054105","AC","VS100FSR","01","SHA TIN",132,"N",496,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93951507","001","000066186","AC","PF100FSN","01","WAN CHAI",75,"N",380,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95728101","001","000089730","AC","PF300FSN","01","KWAI CHUNG",16,"N",168,"","","N","SCFY"
31-MAR-19,"GN06216","CN00009180","94021342","001","000067062","AC","VAXMXMFSXX","01","WAN CHAI",73,"N",198,"","","N","SCFY"
31-MAR-19,"GN00418","CN00001142","70245212","021","000084949","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
31-MAR-19,"GN00418","CN00001142","70245212","021","000084977","AC","VS100DUN","01","TSING YI",227,"N",32960,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","95663084","001","000088945","AC","ES100DUN","01","TSUEN WAN",17,"N",160,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94153335","001","000068853","AC","VS100DUN","01","MONG KOK",67,"N",184,"","","N","SCFY"
31-MAR-19,"GN03051","CN00006094","95315701","001","000084838","AC","PF1000DUNW0","01","TSIM SHA TSUI",27,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94971736","001","000086295","AC","VS100DUN","01","KWAI CHUNG",36,"Y",115,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","N","SCFY"
31-MAR-19,"GN99999","CN99999999","72385693","001","000009188","AC","PF100DUN","01","YAU MA TEI",188,"N",203,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95640173","001","000088640","AC","VS100DUN","01","SHA TIN",18,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95298543","001","000084618","AC","VS100FSN","01","SAN PO KONG",27,"N",248,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","71874796","001","000006793","AC","PF100FSN","01","KWAI CHUNG",195,"N",380,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90443664","001","000030506","AC","VPXMXMDUXX","01","SHEUNG WAN",129,"N",160,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95876496","001","000091320","AC","PF300DUN","01","SHEK KONG",13,"N",1000,"","","N","SCFY"
31-MAR-19,"GN00412","CN00000175","74251737","003","000089067","AC","PF100DUH","01","QUEENSWAY",166,"N",33999,"","","N","SCFD"
31-MAR-19,"GN02073","CN00003157","90500596","004","000035129","AC","EAXMXMFM2X","01","KWUN TONG",128,"N",3940,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75081430","001","000087822","AC","VS100DUN","01","KWAI CHUNG",154,"N",106,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","72677214","007","000069637","AC","PF100DUN","01","LAI CHI KOK",185,"N",2686,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92539980","001","000058060","AC","VS100DUR","01","TSUEN WAN",100,"N",185.35,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75268938","001","000021093","AC","VS100DUR","01","TUEN MUN",152,"N",172,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94066156","001","000067723","AC","PF100DUN","01","WAN CHAI",71,"N",338,"","","N","SCFY"
31-MAR-19,"GN08899","CN00012376","74279548","001","000016228","AC","VS100FSR","01","KWUN TONG",165,"N",916,"","","N","SCFY"
31-MAR-19,"GN00071","CN00000093","94307386","001","000071394","AC","PF1000DUNW0","01","YAU MA TEI",61,"N",3698,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","94430444","001","000073268","AC","VS100DUR","01","TUEN MUN",54,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94178027","001","000080412","AC","PF100DUR","01","KWUN TONG",66,"N",300,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92681386","001","000058622","AC","VPXMXMDURN","01","CHEK LAP KOK",99,"N",163,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93911105","001","000065463","AC","VS100DUN","01","TSUEN WAN",77,"N",308,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94660149","001","000076550","AC","PF100DUR","01","KOWLOON BAY",47,"N",196,"","","N","SCFY"
31-MAR-19,"GN11362","CN00015024","78887817","001","000090307","AC","VS100DUN","01","KWAI CHUNG",136,"N",8098,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94470291","001","000073762","AC","VS100DUR","01","SAN PO KONG",53,"N",216,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93110435","001","000060037","AC","VS100DUR","01","TSIM SHA TSUI",94,"N",178,"","","N","SCFY"
31-MAR-19,"GN03749","CN00005805","93805075","001","000063880","AC","VPXMXMDURN","01","TSUEN WAN",82,"N",2166,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","96155684","001","000093516","AC","PF1000DUN","01","KOWLOON BAY",7,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94552296","001","000075245","AC","VS100DUSAR","01","KWUN TONG",50,"N",200,"","","N","SCFY"
31-MAR-19,"GN00540","CN00000209","73184574","001","000011490","AC","VA6M6MFMRN","01","NORTH POINT",180,"N",624,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","90350232","002","000072889","AC","VS100DUN","01","SHA TIN",130,"N",224,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95761060","001","000090212","AC","VS100DUN","01","SHA TIN",15,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74238056","001","000016045","AC","VPXMXMDUXX","01","MONG KOK",166,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95916474","001","000091631","AC","VS100DUN","01","KWAI CHUNG",12,"N",128,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","71689251","001","000005869","AC","VAXMXMFM2X","01","HUNG HOM",198,"N",738,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","73251258","001","000086374","AC","PF100FSN","01","WAN CHAI",179,"N",500,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","76864016","001","000060053","AC","VS100DUR","01","SHA TIN",139,"N",146,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90670761","001","000033112","AC","VAXMXMFSXX","01","WAN CHAI",125,"Y",190,"Network Problem","Network Problem","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95155339","001","000083155","AC","ES100DUR","01","HUNG HOM",31,"N",207.61,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90728601","001","000069112","AC","VS100DUN","01","SHEUNG WAN",124,"N",432,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74509761","001","000017294","AC","VS100DUR","01","HUNG HOM",162,"N",619.94,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94988342","001","000081510","AC","VS100DUR","01","WAN CHAI",35,"N",188,"","","N","SCFY"
31-MAR-19,"GN01886","CN00014668","95364246","001","000085505","AC","PF1000F6N","01","TSEUNG KWAN O",26,"N",2100,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","91318956","002","000063982","AC","PF100FSN","01","KWAI CHUNG",116,"N",1026,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93287431","001","000060563","AC","VS100DUN","01","SHA TIN",92,"N",169,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","93769271","001","000063378","AC","VS100DUN","01","KWAI CHUNG",83,"N",220,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","74501594","001","000017243","AC","VS100DUN","01","KOWLOON BAY",162,"N",270.9,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94003126","001","000066832","AC","VS030DUN","01","SHA TIN",74,"Y",178,"Closing Business","Closing Business","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94941036","001","000080877","AC","VS100DUN","01","TSUEN WAN",37,"Y",160,"Downsizing / Cut cost","Downsizing / Cut cost","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95072690","001","000082276","IS","VS100DUR","01","KOWLOON BAY",33,"Y",140,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","N","SCFY"
31-MAR-19,"GN99999","CN99999999","75379750","001","000021714","AC","VS030DUN","01","MONG KOK",150,"N",170,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92901255","001","000084853","AC","VS100DUN","01","TSUEN WAN",97,"N",90,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","96039862","001","000092647","AC","VS100DUN","01","KWAI CHUNG",10,"N",128,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","73620551","001","000013183","AC","PF100FSN","01","KWUN TONG",173,"N",250,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95275004","001","000084338","AC","VS100DUN","01","YUEN LONG",28,"N",208,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94194883","001","000069393","AC","PF100DUN","01","WAN CHAI",65,"N",190,"","","N","SCFY"
31-MAR-19,"GN08600","CN00012026","95189627","001","000091196","AC","VS100FSN","01","CENTRAL DISTRICT",30,"N",7724,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","91963082","001","000055589","AC","PF300F6R","01","WAN CHAI",107,"N",3100,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90622648","001","000032442","AC","VS100DUN","01","TSUEN WAN",126,"N",140,"","","N","SCFY"
31-MAR-19,"GN00412","CN00004155","94267036","002","000089019","AC","PF100DUN","01","TUEN MUN",62,"N",42100,"","","N","SCFD"
31-MAR-19,"GN99999","CN99999999","92816958","001","000064637","IS","VS030FSN","01","TSUEN WAN",97,"N",,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94164837","001","000070027","AC","VS030FSN","01","TUEN MUN",67,"N",657,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94640679","001","000076247","AC","VS030DUR","01","HUNG HOM",48,"N",178,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90991217","001","000041697","AC","VPXMXMDUXX","01","HUNG HOM",121,"N",147,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91371021","001","000050628","AC","PF100DUN","01","NGAU CHI WAN",115,"Y",273,"LACK OF SERVICE FEATURES","LACK OF SERVICE FEATURES","N","SCFY"
31-MAR-19,"GN99999","CN99999999","94025921","001","000067146","AC","VS100DUN","01","TSUEN WAN",73,"N",160,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95529376","001","000087401","AC","VPXMXMDUXX","01","KWAI CHUNG",21,"N",140,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","92444389","001","000057672","AC","VS100DUR","01","TUEN MUN",101,"N",172,"","","N","SCFY"
31-MAR-19,"GN09368","CN00012845","75476267","003","000065460","AC","VS100DUR","01","SHEUNG WAN",149,"N",638,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","90723883","001","000033653","AC","VS030DUR","01","CHEUNG SHA WAN",124,"N",155,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","91547653","001","000052880","AC","VS100DUR","01","MONG KOK",112,"N",188,"","","N","SCFY"
31-MAR-19,"GN99999","CN99999999","95168399","001","000085486","AC","ES100DUN","01","TSIM SHA TSUI EAST",31,"N",1728,"","","N","SCFY"
