"IMAGE","NEWACCT_NO","LINE_STAT","BILL_CYCL","DISTRICT","TENURE","CHURN_REASON","CHURN_GROUP","CURRENT_MTH_CHURN","COSTCENTRE","EFFC_STRT_DATE","EFFC_EXP_DATE"
31-OCT-19,"75591909.001.000051900","AC","01","SAN PO KONG",148,"","","N","SCFY",09-APR-18,08-APR-20
31-OCT-19,"75594366.001.000022892","AC","01","CHAI WAN",148,"","","N","SCFY",08-APR-19,07-APR-21
31-OCT-19,"75594366.002.000093278","AC","01","TSEUNG KWAN O",148,"","","N","SCFY",13-MAR-19,12-MAR-21
31-OCT-19,"75594754.001.000022894","AC","01","YAU TONG",148,"","","N","SCFY",12-DEC-17,11-DEC-19
31-OCT-19,"75599571.001.000080174","AC","01","TSIM SHA TSUI",148,"","","N","SCFD",19-AUG-19,18-OCT-21
31-OCT-19,"75599571.001.000080757","AC","01","TSIM SHA TSUI",148,"","","N","SCFD",06-OCT-19,05-OCT-21
31-OCT-19,"75600478.001.000022912","AC","01","YAU MA TEI",148,"","","N","SCFY",02-MAR-19,01-MAR-21
31-OCT-19,"75602284.002.000068167","AC","01","SHEUNG WAN",148,"","","N","SCFY",04-MAR-19,03-MAR-21
31-OCT-19,"75602284.002.000082857","AC","01","SHEUNG WAN",148,"","","N","SCFY",16-MAR-19,15-MAR-21
31-OCT-19,"75602920.008.000071536","AC","01","SHA TIN",148,"","","N","SCFD",19-DEC-18,31-DEC-20
31-OCT-19,"75602920.009.000074557","AC","01","SHA TIN",148,"","","N","SCFD",,
31-OCT-19,"75603696.001.000022932","AC","01","CENTRAL DISTRICT",148,"","","N","SCFY",21-JUL-19,20-JUL-21
31-MAY-19,"75604967.001.000022937","AC","01","KWUN TONG",148,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75605204.001.000022943","AC","01","WAN CHAI",148,"","","N","SCFY",02-JUL-19,01-JUL-21
31-OCT-19,"75605337.001.000022945","AC","01","CHEUNG SHA WAN",148,"","","N","SCFY",01-SEP-18,31-AUG-20
31-OCT-19,"75605469.001.000022955","AC","01","CHAI WAN",148,"","","N","SCFY",09-FEB-18,08-FEB-21
31-OCT-19,"75605501.001.000022958","AC","01","KWAI CHUNG",148,"","","N","SCFY",27-MAR-18,26-MAR-20
31-OCT-19,"75606004.001.000022965","AC","01","SHA TIN",148,"","","N","SCFY",15-AUG-18,14-AUG-20
31-OCT-19,"75606004.001.000090312","AC","01","SHA TIN",148,"","","N","SCFY",27-AUG-18,26-AUG-20
31-OCT-19,"75608489.001.000022977","AC","01","WAN CHAI",148,"","","N","SCFY",28-FEB-18,28-FEB-20
31-OCT-19,"75610717.001.000022983","AC","01","CENTRAL DISTRICT",147,"","","N","SCFY",05-MAY-17,04-JAN-20
31-OCT-19,"75611194.001.000022996","AC","01","MONG KOK",147,"","","N","SCFY",,
31-OCT-19,"75611194.001.000067573","AC","01","MONG KOK",147,"","","N","SCFY",,
31-OCT-19,"75611707.002.000062480","AC","01","HUNG HOM",147,"","","N","SCFY",05-DEC-18,04-DEC-20
31-OCT-19,"75612168.001.000023002","AC","01","KWAI CHUNG",147,"","","N","SCFY",20-DEC-18,19-DEC-20
31-OCT-19,"75612218.008.000065974","AC","01","CHEK LAP KOK",147,"","","N","SCFD",18-FEB-19,17-FEB-21
31-OCT-19,"75612218.008.000067027","AC","01","CHEK LAP KOK",147,"","","N","SCFD",01-JAN-18,31-DEC-19
31-OCT-19,"75612218.008.000071015","AC","01","CHEK LAP KOK",147,"","","N","SCFD",01-AUG-19,31-JUL-21
31-MAY-19,"75612218.008.000073434","AC","01","CHEK LAP KOK",147,"(R) Others","(R) Others","Y","SCFD",,
31-OCT-19,"75612218.008.000073774","AC","01","CHEK LAP KOK",147,"","","N","SCFD",01-SEP-18,31-AUG-20
31-OCT-19,"75612218.008.000077443","AC","01","CHEK LAP KOK",147,"","","N","SCFD",,
31-OCT-19,"75612218.008.000088274","AC","01","CHEK LAP KOK",147,"","","N","SCFD",02-MAY-18,01-MAY-20
31-OCT-19,"75612218.008.000088276","AC","01","CHEK LAP KOK",147,"","","N","SCFD",01-JUN-18,31-MAY-20
31-OCT-19,"75612218.008.000090515","AC","01","CHEK LAP KOK",147,"","","N","SCFD",03-JUL-19,02-JUL-21
31-OCT-19,"75612218.010.000075069","AC","01","CHEK LAP KOK",147,"","","N","SCFD",,
31-OCT-19,"75612218.017.000070551","AC","01","CHEK LAP KOK",147,"","","N","SCFD",,
31-OCT-19,"75612218.029.000082876","AC","01","CHEK LAP KOK",147,"","","N","SCFD",04-MAY-18,03-MAY-20
31-OCT-19,"75612218.031.000083524","AC","01","CHEK LAP KOK",147,"","","N","SCFD",12-MAY-19,11-MAY-20
31-OCT-19,"75612416.002.000076021","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",,
31-OCT-19,"75613307.001.000068359","AC","01","HUNG HOM",147,"","","N","SCFY",19-FEB-18,18-FEB-20
31-OCT-19,"75613372.001.000023011","AC","01","CHEUNG SHA WAN",147,"","","N","SCFY",29-NOV-18,28-NOV-20
31-MAY-19,"75613935.001.000023019","AC","01","CHEUNG SHA WAN",147,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75613935.002.000061748","AC","01","CHEUNG SHA WAN",147,"","","N","SCFY",01-MAY-18,30-APR-20
31-OCT-19,"75614123.001.000023025","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",10-NOV-18,09-NOV-20
31-OCT-19,"75614123.001.000032054","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",10-NOV-18,09-NOV-20
31-OCT-19,"75614461.001.000092377","AC","01","MONG KOK",147,"","","N","SCFY",21-DEC-18,20-DEC-20
31-OCT-19,"75621896.001.000023031","AC","01","QUARRY BAY",147,"","","N","SCFY",28-OCT-19,27-OCT-21
31-OCT-19,"75622159.001.000023036","AC","01","NORTH POINT",147,"","","N","SCFY",14-FEB-19,13-FEB-21
31-OCT-18,"75625053.001.000023054","AC","01","CENTRAL DISTRICT",147,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75627125.001.000023061","AC","01","CHAI WAN",147,"","","N","SCFY",19-MAY-18,18-MAY-20
31-OCT-19,"75627588.001.000023065","AC","01","TSUEN WAN",147,"","","N","SCFY",27-JAN-19,26-JAN-21
31-OCT-19,"75627646.001.000023066","AC","01","SHA TIN",147,"","","N","SCFY",,
31-OCT-19,"75627646.001.000072023","AC","01","SHA TIN",147,"","","N","SCFY",15-DEC-18,14-DEC-20
31-OCT-19,"75628503.001.000023072","AC","01","TUEN MUN",147,"","","N","SCFY",03-JUL-19,02-JUL-21
31-OCT-19,"75628594.001.000023075","AC","01","HUNG HOM",147,"","","N","SCFY",20-OCT-18,19-OCT-20
31-OCT-19,"75628727.001.000023077","AC","01","TSUEN WAN",147,"","","N","SCFY",22-MAY-18,21-MAY-20
31-OCT-19,"75628727.001.000023077","AC","01","TSUEN WAN",147,"","","N","SCFY",22-MAY-18,21-MAY-20
31-OCT-19,"75628909.001.000023080","AC","01","KWAI CHUNG",147,"","","N","SCFY",27-OCT-18,26-OCT-20
31-OCT-19,"75630491.001.000059291","AC","01","KOWLOON BAY",147,"","","N","SCFY",01-OCT-19,30-SEP-21
31-OCT-19,"75630517.001.000091537","AC","01","KWAI CHUNG",147,"","","N","SCFY",10-DEC-18,09-DEC-20
31-DEC-18,"75632323.005.000071066","AC","01","MA ON SHAN",147,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"75632323.008.000086575","AC","01","MA ON SHAN",147,"","","N","SCFY",28-NOV-17,27-NOV-20
31-OCT-19,"75632323.009.000086554","AC","01","MA ON SHAN",147,"","","N","SCFY",28-NOV-17,27-NOV-20
31-OCT-19,"75632323.010.000087723","AC","01","SHA TIN",147,"","","N","SCFY",08-MAR-18,07-MAR-21
31-OCT-19,"75632323.011.000087740","AC","01","SHA TIN",147,"","","N","SCFY",08-MAR-18,07-MAR-21
31-OCT-19,"75632323.012.000088788","AC","01","MA ON SHAN",147,"","","N","SCFY",29-MAY-18,28-MAY-21
31-OCT-19,"75632323.013.000088789","AC","01","MA ON SHAN",147,"","","N","SCFY",24-MAY-18,23-MAY-21
31-OCT-19,"75632331.001.000023095","AC","01","YAU MA TEI",147,"","","N","SCFY",24-MAR-19,23-MAR-21
31-OCT-19,"75632331.001.000089740","AC","01","YAU MA TEI",147,"","","N","SCFY",31-JUL-18,30-JUL-20
31-OCT-19,"75632554.001.000073653","AC","01","WAN CHAI",147,"","","N","SCFY",06-JUL-19,05-JUL-22
31-OCT-19,"75632554.001.000094675","AC","01","WAN CHAI",147,"","","N","SCFY",05-JUL-19,04-JUL-22
31-OCT-19,"75633974.001.000023103","AC","01","SHAU KEI WAN",147,"","","N","SCFY",01-JUN-19,31-JUL-21
31-AUG-19,"75633974.001.000085402","AC","01","SHAU KEI WAN",147,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75634998.001.000057630","AC","01","CAUSEWAY BAY",147,"","","N","SCFY",01-JAN-19,31-DEC-20
31-OCT-19,"75634998.001.000081603","AC","01","SHA TIN",147,"","","N","SCFY",16-JAN-19,15-JAN-21
31-OCT-19,"75635268.002.000073567","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",23-JAN-19,22-JAN-21
31-OCT-19,"75635284.001.000023108","AC","01","CHAI WAN",147,"","","N","SCFY",25-APR-19,24-APR-21
31-OCT-19,"75635771.001.000023118","AC","01","KOWLOON BAY",147,"","","N","SCFY",07-SEP-18,06-SEP-20
31-OCT-19,"75635912.001.000067187","AC","01","KWAI CHUNG",147,"","","N","SCFY",01-JAN-18,31-DEC-19
31-OCT-19,"75635995.001.000023122","AC","01","YAU MA TEI",147,"","","N","SCFY",28-AUG-19,27-AUG-21
31-OCT-18,"75637629.001.000023127","IS","01","KWAI CHUNG",147,"(R) Overdue Termination: Involuntary termination by credit control","(R) Overdue Termination","Y","SCFY",,
31-OCT-19,"75643700.001.000023161","AC","01","KOWLOON BAY",147,"","","N","SCFY",15-JUN-19,14-JUN-20
31-OCT-19,"75646406.001.000023166","AC","01","MONG KOK",147,"","","N","SCFY",06-JUN-18,05-JUN-20
31-OCT-19,"75646869.001.000023169","AC","01","MONG KOK",147,"","","N","SCFY",01-APR-18,31-MAR-20
31-OCT-19,"75647396.001.000023180","AC","01","SAN PO KONG",147,"","","N","SCFY",01-DEC-17,30-NOV-19
31-OCT-19,"75647602.001.000023181","AC","01","SHA TIN",147,"","","N","SCFY",23-JUL-19,22-JUL-21
31-OCT-19,"75647602.001.000093361","AC","01","SHA TIN",147,"","","N","SCFY",06-SEP-19,05-SEP-21
31-OCT-19,"75648014.001.000063211","AC","01","WONG CHUK HANG",147,"","","N","SCFY",19-DEC-18,18-DEC-20
31-OCT-19,"75648147.008.000086428","AC","01","TSEUNG KWAN O",147,"","","N","SCFD",,
31-OCT-19,"75648147.009.000086429","AC","01","TSEUNG KWAN O",147,"","","N","SCFD",,
31-OCT-19,"75648147.010.000086430","AC","01","TSEUNG KWAN O",147,"","","N","SCFD",,
31-OCT-19,"75648147.011.000086431","AC","01","TSEUNG KWAN O",147,"","","N","SCFD",,
31-OCT-19,"75649350.001.000023186","AC","01","TSUEN WAN",147,"","","N","SCFY",19-JUL-18,18-JAN-22
31-OCT-19,"75649350.001.000073282","AC","01","TSUEN WAN",147,"","","N","SCFY",19-JUL-18,18-APR-21
31-OCT-19,"75649491.001.000023187","AC","01","HUNG HOM",147,"","","N","SCFY",05-JAN-19,04-JAN-21
31-OCT-19,"75650119.001.000023190","AC","01","MONG KOK",147,"","","N","SCFY",19-OCT-17,18-OCT-20
31-OCT-19,"75650119.003.000089571","AC","01","MONG KOK",147,"","","N","SCFY",10-JUL-18,09-JUL-20
31-OCT-19,"75650119.004.000089638","AC","01","MONG KOK",147,"","","N","SCFY",10-JUL-18,09-JUL-20
30-JUN-19,"75650358.001.000023195","AC","01","TSUEN WAN",147,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75652578.001.000023217","IS","01","HUNG HOM",147,"","","N","SCFY",,
31-MAY-19,"75652735.001.000023221","AC","01","TSUEN WAN",147,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75653147.001.000023223","AC","01","SHEK TONG TSUI",147,"","","N","SCFY",01-JUN-18,31-MAY-20
31-OCT-19,"75653212.001.000023224","AC","01","TUEN MUN",147,"","","N","SCFY",28-AUG-19,27-AUG-21
31-MAR-19,"75654251.002.000058828","AC","01","TSIM SHA TSUI",147,"Relocate to non-coverage(w/prof)","Relocate to non-coverage(w/prof)","Y","SCFY",,
31-OCT-19,"75654293.001.000023230","AC","01","KWUN TONG",147,"","","N","SCFY",21-AUG-19,20-AUG-21
31-OCT-19,"75654293.001.000074693","AC","01","KWUN TONG",147,"","","N","SCFY",21-AUG-19,20-AUG-21
31-OCT-19,"75654293.001.000084635","AC","01","KWUN TONG",147,"","","N","SCFY",21-AUG-19,20-AUG-21
31-OCT-19,"75654517.001.000023231","AC","01","TUEN MUN",147,"","","N","SCFY",23-FEB-19,22-FEB-21
30-JUN-19,"75654848.001.000023233","AC","01","KWAI CHUNG",147,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75655613.002.000030979","IS","01","TUEN MUN",147,"","","N","SCFY",,
31-OCT-19,"75655613.002.000090151","IS","01","TUEN MUN",147,"","","N","SCFY",,
31-OCT-19,"75655613.003.000095647","AC","01","TUEN MUN",147,"","","N","SCFY",,
31-OCT-19,"75655837.001.000023237","AC","01","TUEN MUN",147,"","","N","SCFY",01-APR-18,31-MAR-20
31-OCT-19,"75656587.001.000023242","AC","01","TSUEN WAN",147,"","","N","SCFY",,
31-MAR-19,"75656660.001.000023246","AC","01","KWAI CHUNG",147,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75656678.001.000023247","AC","01","TUEN MUN",147,"","","N","SCFY",04-JUN-18,03-JUL-21
30-JUN-19,"75656736.001.000023249","AC","01","TUEN MUN",147,"Closing Business","Closing Business","Y","SCFY",,
31-OCT-19,"75657387.001.000023252","AC","01","CHEUNG SHA WAN",147,"","","N","SCFY",30-JUL-18,29-JUL-20
31-OCT-19,"75657387.001.000081861","AC","01","CHEUNG SHA WAN",147,"","","N","SCFY",19-DEC-18,18-DEC-20
31-OCT-19,"75658302.001.000023259","AC","01","CHAI WAN",147,"","","N","SCFY",09-JUN-19,08-JUN-21
31-OCT-19,"75658302.002.000087998","AC","01","CHAI WAN",147,"","","N","SCFY",06-APR-18,05-APR-21
31-OCT-19,"75658419.002.000070123","AC","01","SHA TIN",147,"","","N","SCFY",26-NOV-18,25-NOV-20
31-OCT-19,"75662346.001.000023263","AC","01","WONG TAI SIN",147,"","","N","SCFY",01-SEP-18,31-AUG-20
31-OCT-19,"75662775.001.000023264","AC","01","KWAI CHUNG",147,"","","N","SCFY",21-MAY-18,20-MAY-20
31-JAN-19,"75664110.001.000023277","IS","01","TSUEN WAN",147,"Termination","Termination","Y","SCFY",,
31-OCT-19,"75664375.001.000023278","AC","01","HUNG HOM",147,"","","N","SCFY",01-APR-19,31-MAR-21
31-OCT-19,"75666305.001.000023288","AC","01","CENTRAL DISTRICT",147,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"75666982.001.000023290","AC","01","SAN PO KONG",147,"","","N","SCFY",08-MAR-19,07-MAR-21
31-OCT-19,"75667311.001.000023291","AC","01","SHEUNG WAN",147,"","","N","SCFY",01-AUG-19,31-JUL-21
31-OCT-19,"75668574.001.000023297","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",01-JUN-18,31-OCT-21
31-OCT-19,"75668574.001.000085784","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",01-JUN-18,31-OCT-21
31-OCT-19,"75668574.001.000090005","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",19-JUL-18,18-JUL-20
31-OCT-19,"75668723.002.000068109","AC","01","NORTH POINT",147,"","","N","SCFY",01-FEB-18,31-JAN-20
31-OCT-19,"75668723.002.000086971","AC","01","NORTH POINT",147,"","","N","SCFY",01-FEB-18,31-JAN-20
31-OCT-19,"75669796.004.000076106","AC","01","WANG TAU HOM",147,"","","N","SCFD",,
31-OCT-19,"75669796.005.000076109","AC","01","TUNG CHUNG",147,"","","N","SCFD",,
31-OCT-19,"75670562.002.000087066","AC","01","HUNG HOM",147,"","","N","SCFY",29-JAN-18,28-JAN-21
31-OCT-19,"75671750.001.000023315","AC","01","MONG KOK",147,"","","N","SCFY",15-AUG-19,14-AUG-21
31-OCT-19,"75672139.002.000079384","AC","01","KWUN TONG",147,"","","N","SCFY",28-JUN-18,27-JUN-20
31-OCT-19,"75672196.001.000023322","AC","01","TAI KOK TSUI",147,"","","N","SCFY",11-MAY-18,10-DEC-20
31-OCT-18,"75672949.001.000023327","AC","01","KOWLOON BAY",147,"No Reason Stated","No Reason Stated","Y","SCFY",,
31-OCT-19,"75673020.001.000023332","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",01-MAR-19,28-FEB-21
31-OCT-19,"75677153.001.000023344","AC","01","KWUN TONG",147,"","","N","SCFY",21-JUL-18,20-NOV-20
31-OCT-19,"75677203.001.000023346","AC","01","KOWLOON BAY",147,"","","N","SCFY",18-MAY-18,17-MAY-20
31-OCT-19,"75680439.001.000023350","AC","01","QUEENSWAY",147,"","","N","SCFY",28-JUL-18,27-JUL-20
31-OCT-19,"75680801.001.000023357","IS","01","KWUN TONG",147,"","","N","SCFY",,
31-OCT-19,"75681502.001.000023358","AC","01","KWAI CHUNG",147,"","","N","SCFY",28-MAY-18,27-MAY-20
31-OCT-19,"75681569.001.000023359","AC","01","WAN CHAI",147,"","","N","SCFY",16-APR-19,15-APR-21
31-OCT-19,"75681585.001.000077458","AC","01","KOWLOON BAY",147,"","","N","SCFY",01-SEP-19,31-AUG-20
31-AUG-19,"75682088.001.000066890","AC","01","LAI CHI KOK",147,"No Use","No Use","Y","SCFY",,
31-OCT-19,"75682120.001.000023363","AC","01","FANLING",147,"","","N","SCFY",02-AUG-19,01-AUG-21
31-OCT-19,"75682955.001.000078718","AC","01","TUEN MUN",147,"","","N","SCFY",11-MAY-18,10-MAY-20
31-OCT-19,"75683276.001.000023371","AC","01","TUEN MUN",147,"","","N","SCFY",,
31-OCT-19,"75683318.001.000023372","AC","01","CHAI WAN",147,"","","N","SCFY",01-APR-18,31-MAR-20
31-OCT-19,"75683334.001.000023373","AC","01","TUEN MUN",147,"","","N","SCFY",30-APR-19,29-APR-21
31-OCT-19,"75683573.001.000023378","AC","01","HUNG HOM",147,"","","N","SCFY",10-OCT-18,09-OCT-20
31-OCT-19,"75683573.001.000091190","AC","01","HUNG HOM",147,"","","N","SCFY",10-OCT-18,09-OCT-20
31-OCT-19,"75685727.001.000023391","AC","01","LAI CHI KOK",147,"","","N","SCFY",01-MAR-19,28-FEB-21
31-OCT-19,"75686881.001.000023399","AC","01","KWUN TONG",147,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"75686915.002.000077998","AC","01","TO KWA WAN",147,"","","N","SCFY",06-APR-17,05-APR-20
31-OCT-19,"75688721.001.000023423","AC","01","TSUEN WAN",147,"","","N","SCFY",29-MAR-18,28-MAR-20
31-OCT-19,"75688721.001.000080708","AC","01","TSUEN WAN",147,"","","N","SCFY",20-SEP-18,19-SEP-20
31-JAN-19,"75689190.001.000023414","AC","01","KOWLOON BAY",147,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75689208.001.000078494","AC","01","WAN CHAI",147,"","","N","SCFY",28-APR-19,27-APR-21
31-OCT-19,"75690255.001.000023425","AC","01","ABERDEEN",147,"","","N","SCFY",22-MAY-19,21-MAY-21
31-OCT-19,"75690610.002.000032047","AC","01","NORTH POINT",147,"","","N","SCFY",20-APR-19,19-APR-21
31-OCT-19,"75691345.001.000023435","AC","01","KWUN TONG",147,"","","N","SCFY",13-AUG-19,12-AUG-21
31-OCT-19,"75691576.001.000023436","AC","01","TSIM SHA TSUI",147,"","","N","SCFY",11-APR-19,10-APR-21
31-OCT-19,"75692210.001.000005043","AC","01","WAN CHAI",147,"","","N","SCFY",16-DEC-18,15-DEC-20
31-OCT-19,"75692210.001.000023443","AC","01","KWUN TONG",147,"","","N","SCFY",03-OCT-18,02-OCT-20
31-OCT-19,"75692210.001.000055607","AC","01","KWUN TONG",147,"","","N","SCFY",03-OCT-18,02-OCT-20
31-OCT-19,"75694380.001.000090657","AC","01","CHEUNG SHA WAN",147,"","","N","SCFY",03-SEP-18,02-SEP-20
30-JUN-19,"75695007.001.000023452","AC","01","TSUEN WAN",147,"Network Problem","Network Problem","Y","SCFY",,
30-JUN-19,"75695007.001.000036970","AC","01","TSUEN WAN",147,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75695007.001.000088526","AC","01","TSUEN WAN",147,"","","N","SCFY",14-MAY-18,13-MAY-20
31-MAY-19,"75695254.001.000023454","AC","01","KWAI CHUNG",147,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75695379.001.000023457","AC","01","KWUN TONG",147,"","","N","SCFY",25-MAY-19,24-MAY-21
31-OCT-19,"75698696.001.000023474","AC","01","YUEN LONG",146,"","","N","SCFY",01-JUN-19,31-MAY-21
31-JUL-19,"75699512.001.000058577","AC","01","SHEUNG WAN",146,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75699629.001.000023482","AC","01","KWAI CHUNG",146,"","","N","SCFY",07-MAY-18,06-JUL-20
31-OCT-19,"75700047.002.000033147","AC","01","MONG KOK",146,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"75700047.003.000033149","AC","01","TSUEN WAN",146,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"75700047.004.000033153","AC","01","MONG KOK",146,"","","N","SCFY",01-DEC-18,30-NOV-20
31-OCT-19,"75700104.001.000023489","AC","01","CHEUNG SHA WAN",146,"","","N","SCFY",17-AUG-19,16-AUG-21
31-OCT-19,"75701029.001.000023504","AC","01","KWAI CHUNG",146,"","","N","SCFY",01-MAY-19,30-APR-21
31-OCT-19,"75701714.001.000086405","AC","01","TSUEN WAN",146,"","","N","SCFY",,
31-OCT-19,"75701730.001.000023522","AC","01","SHA TIN",146,"","","N","SCFY",30-DEC-18,29-DEC-20
31-OCT-19,"75702423.001.000023527","AC","01","SHA TIN",146,"","","N","SCFY",26-FEB-19,25-FEB-21
31-OCT-19,"75702480.001.000023529","AC","01","SHA TIN",146,"","","N","SCFY",11-MAR-19,10-MAR-21
31-OCT-19,"75702555.001.000023534","AC","01","CENTRAL DISTRICT",146,"","","N","SCFY",10-APR-19,09-APR-21
31-OCT-19,"75703959.001.000023552","AC","01","TSIM SHA TSUI",146,"","","N","SCFY",10-MAR-18,09-MAR-20
31-OCT-19,"75704148.001.000023561","AC","01","KWAI CHUNG",146,"","","N","SCFY",29-JUN-19,28-JUN-21
31-OCT-19,"75704148.001.000084605","AC","01","TSUEN WAN",146,"","","N","SCFY",04-AUG-19,03-AUG-21
31-OCT-19,"75704718.001.000023573","AC","01","TSUEN WAN",146,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"75704718.001.000058379","AC","01","TSUEN WAN",146,"","","N","SCFY",01-JUN-19,31-MAY-21
31-OCT-19,"75707984.001.000023590","AC","01","WAN CHAI",146,"","","N","SCFY",28-OCT-19,27-OCT-21
31-OCT-19,"75708156.001.000023597","AC","01","KWUN TONG",146,"","","N","SCFY",09-MAR-19,08-MAR-21
31-OCT-19,"75708487.001.000078371","AC","01","WAN CHAI",146,"","","N","SCFY",30-APR-18,29-APR-20
31-OCT-19,"75708487.001.000091657","AC","01","WAN CHAI",146,"","","N","SCFY",20-NOV-18,19-NOV-20
31-OCT-19,"75708552.001.000052481","AC","01","KOWLOON BAY",146,"","","N","SCFY",25-SEP-19,24-JAN-23
31-OCT-19,"75708610.001.000089971","AC","01","SHEUNG WAN",146,"","","N","SCFY",16-AUG-18,15-AUG-20
31-OCT-19,"75709980.001.000023611","AC","01","WAN CHAI",146,"","","N","SCFY",01-JUN-18,31-MAY-20
31-OCT-19,"75710269.001.000023614","AC","01","KWAI CHUNG",146,"","","N","SCFY",03-DEC-18,02-DEC-20
31-OCT-19,"75710558.002.000071246","AC","01","KWAI CHUNG",146,"","","N","SCFD",,
31-OCT-19,"75712257.001.000023628","AC","01","TSIM SHA TSUI",146,"","","N","SCFY",01-MAR-18,29-FEB-20
31-OCT-19,"75717264.002.000062475","AC","01","TAI HANG",146,"","","N","SCFY",28-OCT-18,27-OCT-20
31-OCT-19,"75717355.001.000023653","AC","01","TSUEN WAN",146,"","","N","SCFY",01-FEB-18,31-JAN-20
31-OCT-19,"75718072.002.000064897","AC","01","SHEUNG WAN",146,"","","N","SCFY",22-APR-19,21-APR-21
31-OCT-19,"75721092.001.000085322","AC","01","KWUN TONG",146,"","","N","SCFD",29-AUG-19,28-AUG-21
31-OCT-19,"75721381.001.000023675","AC","01","SHEUNG WAN",146,"","","N","SCFY",01-NOV-18,31-OCT-20
31-OCT-19,"75721381.001.000092260","AC","01","TSING YI",146,"","","N","SCFY",21-DEC-18,20-DEC-20
31-OCT-19,"75725028.001.000023696","AC","01","KWUN TONG",146,"","","N","SCFY",30-APR-19,30-MAY-21
31-OCT-19,"75725432.001.000023701","AC","01","TSUEN WAN",146,"","","N","SCFY",20-SEP-18,19-SEP-20
31-OCT-19,"75726646.001.000023706","IS","01","KWAI CHUNG",146,"","","N","SCFY",,
31-OCT-19,"75726711.001.000023709","AC","01","KWUN TONG",146,"","","N","SCFY",12-JAN-19,11-JAN-21
31-OCT-19,"75727768.001.000023711","AC","01","TSIM SHA TSUI",146,"","","N","SCFY",07-AUG-19,06-AUG-21
31-OCT-19,"75728642.001.000023715","AC","01","NORTH POINT",146,"","","N","SCFY",15-NOV-18,14-NOV-20
31-MAR-19,"75728873.001.000023723","AC","01","SHEUNG WAN",146,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75728873.001.000087192","AC","01","SHEUNG WAN",146,"","","N","SCFY",06-FEB-18,05-FEB-20
30-NOV-18,"75729020.002.000055669","AC","01","CENTRAL DISTRICT",146,"Network Problem","Network Problem","Y","SCFY",,
31-OCT-19,"75729244.001.000023730","AC","01","YAU MA TEI",146,"","","N","SCFY",01-APR-18,31-MAR-20
31-OCT-19,"75729277.001.000023731","AC","01","KWAI CHUNG",146,"","","N","SCFY",01-NOV-18,31-OCT-20
31-OCT-19,"75731802.002.000071314","AC","01","TSIM SHA TSUI",146,"","","N","SCFD",02-NOV-18,01-NOV-20
31-JAN-19,"75731802.002.000092205","AC","01","CAUSEWAY BAY",146,"","","N","SCFD",,
31-OCT-19,"75731802.003.000092205","AC","01","CAUSEWAY BAY",146,"","","N","SCFD",17-JAN-19,16-JAN-21
31-MAR-19,"75732065.001.000023735","AC","01","SHEUNG WAN",146,"Downsizing / Cut cost","Downsizing / Cut cost","Y","SCFY",,
31-OCT-19,"75732065.001.000092956","AC","01","SHEUNG WAN",146,"","","N","SCFY",27-FEB-19,26-FEB-21
31-OCT-19,"75733204.001.000023741","AC","01","TSZ WAN SHAN",146,"","","N","SCFY",26-JAN-18,25-JAN-21
31-OCT-19,"75734376.001.000023750","AC","01","WONG CHUK HANG",146,"","","N","SCFY",26-APR-18,25-APR-20
31-OCT-19,"75735183.002.000069371","AC","01","SHEUNG WAN",146,"","","N","SCFY",21-MAY-18,20-MAY-20
31-OCT-19,"75736637.002.000060523","AC","01","CHEUNG SHA WAN",146,"","","N","SCFY",03-MAR-18,02-MAR-20
